title,title_link,author,publisher,publication_date,#pages,isbn-10,isbn-13,reading_age
The Yankee Years,https://www.amazon.com/Yankee-Years-Joe-Torre/dp/0767930428/ref=sr_1_1?keywords=The+Yankee+Years+by+Joe+Torre&qid=1697020052&sr=8-1,Joe Torre,Anchor; Reprint edition,"March 9, 2010",528.0,0767930428,978-0767930420,
The Three Little Javelinas,https://www.amazon.com/Little-Javelinas-Lowell-Illustrated-Harris/dp/0590481703/ref=sr_1_1?keywords=The+Three+Little+Javelinas+by+Susan+Lowell&qid=1697020141&sr=8-1,Susan Lowell Illustrated By Jim Harris,Scholastic,"January 1, 1992",0.0,0590481703,978-0590481700,3
Space Between Us,https://www.amazon.com/Space-Between-Us-Zoya-Pirzad/dp/1851689974/ref=sr_1_1?keywords=The+Space+Between+Us+by+Zoya+Pirzad&qid=1697020219&sr=8-1,Zoya Pirzad,Oneworld Publications,"March 18, 2014",160.0,9781851689972,978-1851689972,
The Sound Of The Mountain,https://www.amazon.com/Sound-Mountain-Yasunari-Kawabata/dp/4805302461/ref=sr_1_1?keywords=The+Sound+of+the+Mountain+by+Yasunari+Kawabata&qid=1697020237&sr=8-1,Yasunari Kawabata,Charles E. Tuttle Co.,"January 1, 1984",,4805302461,978-4805302460,
The Shell Seekers,https://www.amazon.com/Shell-Seekers-Rosamunde-Pilcher/dp/1250063787/ref=sr_1_1?keywords=The+Shell+Seekers+by+Rosamunde+Pilcher&qid=1697020313&sr=8-1,Rosamunde Pilcher,St. Martin's Griffin; Reissue edition,"May 12, 2015",656.0,1250063787,978-1250063786,
The Long Valley (Twentieth-Century Classics),https://www.amazon.com/Long-Valley-Twentieth-century-Classics/dp/0140187456/ref=sr_1_1?keywords=The+Long+Valley+by+John+Steinbeck&qid=1697020396&sr=8-1,John Steinbeck,Penguin Classics; Reprint edition,"August 1, 1995",272.0,0140187456,978-0140187458,18
Delta Wedding,https://www.amazon.com/Delta-Wedding-Novel-Harvest-Book-ebook/dp/B005467DAA/ref=sr_1_1?crid=2XGUZTL7KY89L&keywords=delta+wedding+welty&qid=1682191109&s=instant-video&sprefix=delta+wedding_welty%2Cinstant-video%2C362&sr=1-1,Eudora Welty,Mariner Books Classics; Reprint edition,"June 2, 2020",304.0,0358212529,978-0358212522,
"The Autumn Republic (The Powder Mage Trilogy, 3)",https://www.amazon.com/Autumn-Republic-Powder-Mage-Trilogy/dp/0316219118/ref=sr_1_1?keywords=The+Autumn+Republic+by+Brian+McClellan&qid=1697020522&sr=8-1,Brian Mcclellan,Orbit; Reprint edition,"January 5, 2016",640.0,0316219118,978-0316219112,
League Of Dragons: Book Nine Of Temeraire,https://www.amazon.com/League-Dragons-Book-Nine-Temeraire/dp/0593359623/ref=sr_1_1?keywords=League+of+Dragons+by+Naomi+Novik&qid=1697020617&sr=8-1,Naomi Novik,Del Rey,"November 8, 2022",416.0,0593359623,978-0593359624,
The House On The Strand,https://www.amazon.com/House-Strand-Daphne-Du-Maurier/dp/1844080420/ref=sr_1_1?keywords=The+House+on+the+Strand+by+Daphne+du+Maurier&qid=1697020711&sr=8-1,Daphne Du Maurier,Time Warner Books Uk,"May 1, 2003",,9781844080427,978-1844080427,
Sleeper & The Spindle,https://www.amazon.com/Sleeper-Spindle-Neil-Gaiman/dp/0062398245/ref=sr_1_1?keywords=The+Sleeper+and+the+Spindle+by+Neil+Gaiman&qid=1697020787&sr=8-1,Neil Gaiman,Bloomsbury Children's Books,"December 3, 2019",71.0,1408859653,978-1408859650,
"Kobe Bryant, 2Nd Edition (Amazing Athletes)",https://www.amazon.com/Kobe-Bryant-2nd-Amazing-Athletes/dp/0761357521/ref=sr_1_1?keywords=Kobe+Bryant+by+Jeff+Savage&qid=1697020863&sr=8-1,Jeff Savage,Lerner Publishing Group; Revised edition,"Illustrated, August 1, 2010",32.0,0761357521,978-0761357520,7
"Luther: Der Mann, Der Gott Neu Entdeckte",https://www.amazon.com/Luther-Mann-Gott-neu-entdeckte/dp/3775158251/ref=sr_1_3?keywords=Martin+Luther%3A+The+Man+Who+Rediscovered+God+and+Changed+the+World+by+Eric+Metaxas&qid=1697020941&sr=8-3,Eric Metaxas,SCM Hänssler,"September 2, 2019",0.0,3775158251,978-3775158251,
"Five Plays: A Dance Of The Forests, The Lion And The Jewel, The Swamp Dwellers, The Trials Of Brother Jero, [And] The Strong Breed (Three Crowns Book)",https://www.amazon.com/Five-Plays-forests-dwellers-Brother/dp/B0007IVQSU/ref=sr_1_1?crid=G88HZL78GZTG&keywords=The+Swamp+Dwellers_Soyinka&qid=1682389738&s=instant-video&sprefix=the+swamp+dwellers_soyinka%2Cinstant-video%2C481&sr=1-1,Wole Soyinka,Oxford U. Press; 1st Eng edition,"January 1, 1964",0.0,,,
Jacques The Fatalist And His Master (Penguin Classics),https://www.amazon.com/Jacques-Fatalist-Master-Penguin-Classics/dp/0140444726/ref=sr_1_1?keywords=Jacques+the+Fatalist+and+His+Master+by+Denis+Diderot&qid=1697021043&sr=8-1,"Denis Diderot, Martin Hall",Penguin Classics,"May 6, 1986",261.0,0140444726,978-0140444728,18
The Winter King (The Arthur Books #1),https://www.amazon.com/Winter-King-Arthur-Books/dp/0312156960/ref=sr_1_1?keywords=The+Winter+King+by+Bernard+Cornwell&qid=1697021110&sr=8-1,Bernard Cornwell,St. Martin's Griffin,"April 14, 1993",433.0,9780312156961,978-0312156961,
"Poison Study (Study, Book 1)",https://www.amazon.com/Poison-Study-Book-1/dp/0778324338/ref=sr_1_5?keywords=Poison+Study+by+Maria+V.+Snyder&qid=1697021195&sr=8-5,Maria V. Snyder,MIRA,"February 27, 2007",416.0,9780778324331,978-0778324331,
Extra Credit,https://www.amazon.com/Extra-Credit-Andrew-Clements/dp/1416949313/ref=sr_1_1?keywords=Extra+Credit+by+Andrew+Clements&qid=1697021290&sr=8-1,Andrew Clements,Atheneum Books for Young Readers; Reprint edition,"Illustrated, February 1, 2011",224.0,9781416949312,978-1416949312,9
Cryptonomicon,https://www.amazon.com/Cryptonomicon-Neal-Stephenson/dp/0380788624/ref=sr_1_1?keywords=Cryptonomicon+by+Neal+Stephenson&qid=1697021342&sr=8-1,Neal Stephenson,William Morrow Paperbacks,"May 3, 2000",928.0,0380788624,978-0380788620,
An Echo In The Bone: A Novel (Outlander),https://www.amazon.com/Echo-Bone-Novel-Outlander/dp/0440245680/ref=sr_1_1?keywords=An+Echo+in+the+Bone+by+Diana+Gabaldon&qid=1697021438&sr=8-1,Diana Gabaldon,Bantam; Reprint edition,"June 22, 2010",864.0,0385342462,978-0385342469,
Edna In The Desert,https://www.amazon.com/Edna-Desert-Maddy-Lederman/dp/1632134004/ref=sr_1_1?keywords=Edna+in+the+Desert+by+Maddy+Lederman&qid=1697021524&sr=8-1,Maddy Lederman,eLectio Publishing; 2nd Updated ed. edition,"April 1, 2016",183.0,1632134004,978-1632134004,13
Children Of Gebelawi,https://www.amazon.com/Children-Gebelawi-Naguib-Mahfouz/dp/0894106546/ref=sr_1_4?keywords=Children+of+Gebelawi+by+Naguib+Mahfouz&qid=1697021537&sr=8-4,Naguib Mahfouz,Three Continents Press,"January 1, 1988",355.0,0894106546,978-0894106545,
Mornings In Jenin: A Novel,https://www.amazon.com/Mornings-Jenin-Novel-Susan-Abulhawa/dp/1608190463/ref=sr_1_1?crid=JKDV8R8P5TC6&keywords=Mornings+in+Jenin+by+Susan+Abulhawa&qid=1673823878&s=books&sprefix=mornings+in+jenin+by+susan+abulhawa+%2Cstripbooks-intl-ship%2C539&sr=1-1,Susan Abulhawa,Bloomsbury USA; Reprint edition,"February 15, 2010",352.0,9781608190461,978-1608190461,
The Heart Goes Last: A Novel,https://www.amazon.com/Heart-Goes-Last-Novel/dp/1101912367/ref=sr_1_1?crid=39KCWUMZFLJ7&keywords=The+Heart+Goes+Last&qid=1678414339&s=books&sprefix=the+heart+goes+last%2Cstripbooks-intl-ship%2C320&sr=1-1,Margaret Atwood,Anchor; Reprint edition,"August 9, 2016",400.0,1101912367,978-1101912362,
The Great War And Modern Memory,https://www.amazon.com/Great-War-Modern-Memory/dp/0199971951/ref=sr_1_1?keywords=The+Great+War+and+Modern+Memory+by+Paul+Fussell&qid=1697021736&sr=8-1,Paul Fussell,Oxford University Press; New edition,"June 12, 2013",414.0,9780199971954,978-0199971954,1
Xala,https://www.amazon.com/Xala-Ousmane-Semb%C3%A8ne/dp/1556520700/ref=sr_1_1?keywords=Xala+by+Ousmane+Semb%C3%A8ne&qid=1697021811&sr=8-1,Ousmane Sembène,Lawrence Hill Books,"August 1, 1997",112.0,1556520700,978-1556520709,
Annie And The Old One (Newbery Honor Book),https://www.amazon.com/Annie-Old-One-Miska-Miles/dp/0316571202/ref=sr_1_1?keywords=Annie+and+the+Old+One+by+Miska+Miles&qid=1697021878&sr=8-1,Miska Miles,"Little, Brown Books for Young Readers; Illustrated edition","Picture Book, May 30, 1985",44.0,0275962059,978-0275962050,4
Eon,https://www.amazon.com/Eon-Alison-Goodman/dp/0142417114/ref=sr_1_1?keywords=Eon+by+Alison+Goodman&qid=1697021933&sr=8-1,Alison Goodman,Firebird; Reprint edition,"Illustrated, August 31, 2010",576.0,0142417114,978-0142417119,12
All I Really Need To Know I Learned In Kindergarten: Uncommon Thoughts On Common Things,https://www.amazon.com/Really-Need-Know-Learned-Kindergarten/dp/034546639X/ref=sr_1_1?keywords=All+I+Really+Need+to+Know+I+Learned+in+Kindergarten+by+Robert+Fulghum&qid=1697022034&sr=8-1,Robert Fulghum,Ballantine Books; 15th Anniversary edition,"May 4, 2004",221.0,034546639X,978-0345466396,
Unfriended,https://www.amazon.com/Unfriended-Rachel-Vail/dp/0147511542/ref=sr_1_1?keywords=Unfriended+by+Rachel+Vail&qid=1697022095&sr=8-1,Rachel Vail,Puffin Books; Reissue edition,"September 1, 2015",304.0,0147511542,978-0147511546,10
Sentimental Education,https://www.amazon.com/Sentimental-Education-Gustave-Flaubert/dp/1420960946/ref=sr_1_1?keywords=A+Sentimental+Education+by+Gustave+Flau&qid=1697022124&sr=8-1,Gustave Flaubert,Digireads.com Publishing,"February 16, 2019",358.0,1420960946,978-1420960945,
A Gracious Plenty,https://www.amazon.com/Gracious-Plenty-Sheri-Reynolds/dp/1618580310/ref=sr_1_1?keywords=A+Gracious+Plenty+by+Sheri+Reynolds&qid=1697022134&sr=8-1,Sheri Reynolds,Turner; 1st edition,"October 2, 2012",225.0,9781618580313,978-1618580313,
"[We All Fall Down] (By: Robert Cormier) [Published: September, 1993]",https://www.amazon.com/All-Fall-Down-Robert-Cormier/dp/0440215560/ref=sr_1_1?keywords=We+All+Fall+Down+by+Robert+Cormier&qid=1697022209&sr=8-1,Robert Cormier,,,0.0,,,
"Midnight Crossroad (A Novel Of Midnight, Texas)",https://www.amazon.com/Midnight-Crossroad-Novel-Texas/dp/0425263169/ref=sr_1_1?keywords=Midnight+Crossroad+by+Charlaine+Harris&qid=1697022276&sr=8-1,Charlaine Harris,Ace; Reprint edition,"March 31, 2015",384.0,0425263169,978-0425263167,
Gargoyle,https://www.amazon.com/Gargoyle-Andrew-Davidson/dp/3833306688/ref=sr_1_3?keywords=The+Gargoyle+by+Andrew+Davidson&qid=1697022363&sr=8-3,Andrew Davidson,Berliner Taschenbuch Verl,"August 21, 2010",,3833306688,978-3833306686,
"Trace: Memory, History, Race, And The American Landscape",https://www.amazon.com/Trace-Memory-History-American-Landscape/dp/1619028255/ref=sr_1_1?crid=3Q8GITZAMSOIX&keywords=Trace_Savoy&qid=1683024919&s=instant-video&sprefix=trace_savoy%2Cinstant-video%2C248&sr=1-1,Lauret Savoy,Counterpoint; First Trade Paper edition,"September 13, 2016",240.0,1619028255,978-1619028258,
"Seanan Mcguire'S Wayward Children, Volumes 1-3: Every Heart A Doorway, Down Among The Sticks And Bones, Beneath The Sugar Sky",https://www.amazon.com/Seanan-McGuires-Wayward-Children-Volumes/dp/125078428X/ref=sr_1_2?crid=33OIH7II40X53&keywords=Every+Heart+A+Doorway_McGuire&qid=1682649723&sprefix=every+heart+a+doorway_mcguire%2Caps%2C539&sr=8-2,Seanan Mcguire,Tordotcom; Reprint edition,"November 17, 2020",0.0,125078428X,978-1250784285,
[(The Technological Society)] [By: Jacques Ellul],https://www.amazon.com/Technological-Society-Jacques-Ellul/dp/0394703901/ref=sr_1_1?keywords=The+Technological+Society+Jacques+Ellul&qid=1669390218&sr=8-1,Jacques Ellul,,,0.0,,,
Mila 18,https://www.amazon.com/Mila-18-Leon-Uris/dp/B0B8KS9YS4/ref=sr_1_1?keywords=Mila+18+by+Leon+Uris&qid=1697022559&sr=8-1,Leon Uris,Blackstone Publishing,"Unabridged, March 28, 2023",560.0,,979-8212278713,
Skulduggery Pleasant (Book 1),https://www.amazon.com/Skulduggery-Pleasant-Book-Paperback/dp/0008248788/ref=sr_1_1?crid=3W4K002WXCG10&keywords=Skulduggery+Pleasant_Landy&qid=1682598458&sprefix=skulduggery+pleasant_landy%2Caps%2C540&sr=8-1,Derek Landy,HarperCollinsChildren’sBooks; Reprint edition,"May 1, 2018",384.0,0008248788,978-0008248789,9
The Black Atlantic: Modernity And Double-Consciousness,https://www.amazon.com/Black-Atlantic-Modernity-Double-Consciousness/dp/0674076060/ref=sr_1_1?crid=1E45K5MID2UIM&keywords=the+black+atlantic+gilroy&qid=1682085412&s=instant-video&sprefix=the+black+atlantic_gilroy%2Cinstant-video%2C602&sr=1-1,Paul Gilroy,Harvard University Press; Reissue edition,"March 8, 1993",280.0,9780674076068,978-0674076068,
Sword Of Truth Set 1-3 Hardcovers!,https://www.amazon.com/Sword-Truth-Boxed-Set-Books/dp/0812575601/ref=sr_1_4?keywords=The+Sword+of+Truth+by+Terry+Goodkind&qid=1697022672&sr=8-4,Terry Goodkind,,"January 1, 2012",0.0,,,
"A Fire Upon The Deep (Zones Of Thought, 1)",https://www.amazon.com/Fire-Upon-Deep-Zones-Thought/dp/0812515285/ref=sr_1_1?keywords=A+Fire+Upon+the+Deep+by+Vernor+Vinge&qid=1697022777&sr=8-1,Vernor Vinge,Tor Books,"May 5, 2020",448.0,1250237750,978-1250237750,
"Dead Until Dark (Sookie Stackhouse/True Blood, Book 1)",https://www.amazon.com/Dead-Until-Sookie-Stackhouse-Blood/dp/0441008534/ref=sr_1_1?keywords=Dead+Until+Dark+by+Charlaine+Harris&qid=1697022851&sr=8-1,Charlaine Harris,Ace; Reprint edition,"March 2, 2010",327.0,9780441019335,978-0441019335,
The Clockwork Three,https://www.amazon.com/The-Clockwork-Three-Matthew-Kirby-audiobook/dp/B0045HE0OG/ref=sr_1_1?keywords=The+Clockwork+Three_Kirby&qid=1681993697&sr=8-1,Matthew J. Kirby,Scholastic Paperbacks; Reprint edition,"October 1, 2011",400.0,0545203384,978-0545203388,8
The Queen Of Katwe: One Girl'S Triumphant Path To Becoming A Chess Champion,https://www.amazon.com/Queen-Katwe-Triumphant-Becoming-Champion/dp/1501127187/ref=sr_1_1?keywords=The+Queen+of+Katwe+by+Tim+Crothers&qid=1697022951&sr=8-1,Tim Crothers,Scribner; Media Tie-In edition,"September 6, 2016",256.0,1501127187,978-1501127182,
The Dukan Diet: The Revised And Updated Edition,https://www.amazon.com/TheDukanDiet-Pierre-Dukan/dp/1473698073/ref=sr_1_1?keywords=The+Dukan+Diet+by+Pierre+Dukan&qid=1697022989&sr=8-1,Pierre Dukan,Yellow Kite,"January 7, 2021",0.0,1473698073,978-1473698079,
Sleeping Giants (The Themis Files),https://www.amazon.com/Sleeping-Giants-Themis-Sylvain-Neuvel/dp/1101886714/ref=sr_1_1?keywords=Sleeping+Giants+by+Sylvain+Neuvel&qid=1697023087&sr=8-1,Sylvain Neuvel,Del Rey; Reprint edition,"January 24, 2017",336.0,1101886714,978-1101886717,
The Boy On The Beach: My Family'S Escape From Syria And Our Hope For A New Home,https://www.amazon.com/Boy-Beach-Familys-Escape-Syria/dp/1501175246/ref=sr_1_1?keywords=The+Boy+on+the+Beach+by+Tima+Kurdi&qid=1697023191&sr=8-1,Tima Kurdi,S&S Canada Adult,"February 26, 2019",304.0,1501175246,978-1501175244,
Deception Point,https://www.amazon.com/Deception-Point-Dan-Brown/dp/0743497465/ref=sr_1_1?keywords=Deception+Point+by+Dan+Brown&qid=1697023207&sr=8-1,Dan Brown,Washington Square Press,"May 23, 2006",464.0,9780743497466,978-0743497466,
The Astonishing Color Of After,https://www.amazon.com/Astonishing-Color-After-Emily-X-R/dp/0316464015/ref=sr_1_1?keywords=The+Astonishing+Color+of+After+by+Emily+X.+R.+Pan&qid=1697023279&sr=8-1,Emily X.R. Pan,"Little, Brown Books for Young Readers","March 19, 2019",480.0,0316464015,978-0316464017,12
Armada: A Novel By The Author Of Ready Player One,https://www.amazon.com/Armada-novel-author-Ready-Player/dp/0804137277/ref=sr_1_1?keywords=Armada+by+Ernest+Cline&qid=1697023307&sr=8-1,Ernest Cline,Ballantine Books; Reprint edition,"April 12, 2016",384.0,0804137277,978-0804137270,
Talkin About Bessie (The Story About Elizabeth Coleman),https://www.amazon.com/Talkin-About-Bessie-Elizabeth-Coleman/dp/0439598710/ref=sr_1_1?keywords=Talkin%27+About+Bessie+by+Nikki+Grimes&qid=1697023387&sr=8-1,Nikki Grimes,Scholastic,"January 1, 2002",48.0,0439598710,978-0439598712,
A Friend Of The Earth,https://www.amazon.com/Friend-Earth-T-C-Boyle/dp/0141002050/ref=sr_1_1?keywords=A+Friend+of+the+Earth+by+T.+C.+Boyle&qid=1697023417&sr=8-1,T.C. Boyle,Penguin Books; 60595th edition,"September 1, 2001",349.0,0141002050,978-0141002057,18
End Of Solitude,https://www.amazon.com/End-Solitude-Selected-Culture-Society/dp/1250858631/ref=sr_1_4?keywords=Solitude+and+Leadership+by+William+Deresiewicz&qid=1697023501&sr=8-4,William Deresiewicz,Holt Paperbacks,"August 8, 2023",320.0,1250858631,978-1250858634,
"The Atlantis Plague: A Thriller (The Origin Mystery, Book 2)",https://www.amazon.com/Atlantis-Plague-Thriller-Origin-Mystery/dp/1940026032/ref=sr_1_1?keywords=The+Atlantis+Plague+by+A.+G.+Riddle&qid=1697023591&sr=8-1,A.G. Riddle,A.G. Riddle; First Edition,"November 18, 2013",542.0,1940026032,978-1940026039,
"Sacred Ground: Pluralism, Prejudice, And The Promise Of America",https://www.amazon.com/Sacred-Ground-Pluralism-Prejudice-Promise/dp/0807077526/ref=sr_1_1?keywords=Sacred+Ground+by+Eboo+Patel&qid=1697023680&sr=8-1,Eboo Patel,Beacon Press,"September 3, 2013",224.0,0807077526,978-0807077528,
Principles Of Corporate Finance,https://www.amazon.com/Principles-Corporate-Finance-Richard-Brealey/dp/1260013901/ref=sr_1_1?crid=CSXDLARHU53M&keywords=Principles+of+Corporate+Finance_Brealey&qid=1682548212&s=instant-video&sprefix=principles+of+corporate+finance_bre%2Cinstant-video%2C553&sr=1-1,"Richard Brealey, Stewart Myers",McGraw Hill; 13th edition,"January 3, 2019",992.0,1260013901,978-1260013900,
And I Darken,https://www.amazon.com/I-Darken-Kiersten-White/dp/0553522345/ref=sr_1_1?keywords=And+I+Darken+by+Kiersten+White&qid=1697023786&sr=8-1,Kiersten White,Ember; Reprint edition,"May 30, 2017",528.0,0553522345,978-0553522341,12
Principia Mathematica - Volume One,https://www.amazon.com/Principia-Mathematica-Alfred-North-Whitehead/dp/1603864377/ref=sr_1_1?crid=3VQDCMC91467X&keywords=Principia+Mathematica_Alfred+North+Whitehead&qid=1683015223&s=instant-video&sprefix=principia+mathematica_alfred+north+whiteh%2Cinstant-video%2C613&sr=1-1,Alfred North Whitehead,Rough Draft Printing,"October 26, 2011",680.0,1603864377,978-1603864374,
On Trails: An Exploration,https://www.amazon.com/Trails-Exploration-Robert-Moor/dp/1476739234/ref=sr_1_1?keywords=On+Trails+by+Robert+Moor&qid=1697023972&sr=8-1,Robert Moor,Simon & Schuster; Reprint edition,"July 4, 2017",352.0,1476739234,978-1476739236,
"Blue Lily, Lily Blue (The Raven Cycle)",https://www.amazon.com/Blue-Lily-Raven-Cycle/dp/0545424976/ref=sr_1_1?keywords=Blue+Lily%2C+Lily+Blue+by+Maggie+Stiefvater&qid=1697024051&sr=8-1,Maggie Stiefvater,Scholastic Press; Reprint edition,"December 29, 2015",400.0,9780545424974,978-0545424974,14
"Mindwise: Why We Misunderstand What Others Think, Believe, Feel, And Want",https://www.amazon.com/Mindwise-Misunderstand-Others-Think-Believe/dp/030774356X/ref=sr_1_1?crid=2BAQ19NOHOVMH&keywords=mindwise+epley&qid=1682059793&s=instant-video&sprefix=mindwise_epley%2Cinstant-video%2C305&sr=1-1,Nicholas Epley,Vintage; Reprint edition,"Illustrated, January 6, 2015",272.0,030774356X,978-0307743565,
"Xenocide (The Ender Saga, 3)",https://www.amazon.com/Xenocide-Three-Ender-Quintet/dp/1250773083/ref=sr_1_1?crid=24XFT0TJSDRET&keywords=Xenocide&qid=1680827131&s=books&sprefix=xenocide%2Cstripbooks-intl-ship%2C401&sr=1-1,Orson Scott Card,Tor Trade; Reprint edition,"July 6, 2021",416.0,1250773083,978-1250773081,
The Death Of King Arthur: The Immortal Legend (Penguin Classics Deluxe Edition),https://www.amazon.com/Death-King-Arthur-Immortal-Classics/dp/0143106953/ref=sr_1_1?crid=DY3N3Y8DG0CJ&keywords=The+Death+of+King+Arthur%3A+The+Immortal+Legend_Peter+Ackroyd&qid=1682565448&s=instant-video&sprefix=the+death+of+king+arthur+the+immo%2Cinstant-video%2C629&sr=1-1,"Peter Ackroyd, Thomas Malory",Penguin Classics; Reprint edition,"Abridged, October 30, 2012",336.0,9780143106951,978-0143106951,
"Going Clear: Scientology, Hollywood, And The Prison Of Belief",https://www.amazon.com/Going-Clear-Scientology-Hollywood-Prison/dp/0307745309/ref=sr_1_1?keywords=Going+Clear+by+Lawrence+Wright&qid=1697024268&sr=8-1,Lawrence Wright,Vintage; Illustrated edition,"Illustrated, November 5, 2013",560.0,0307745309,978-0307745309,
Rendezvous With Rama,https://www.amazon.com/Rendezvous-Rama-Arthur-C-Clarke/dp/0358380227/ref=sr_1_1?keywords=Rendezvous+with+Rama+by+Arthur+C.+Clarke&qid=1697024348&sr=8-1,Arthur C. Clarke,Harper Voyager,"October 13, 2020",304.0,0358380227,978-0358380221,
Fear Street The Beginning: The New Girl; The Surprise Party; The Overnight; Missing,https://www.amazon.com/Fear-Street-Beginning-Surprise-Overnight/dp/1534477845/ref=sr_1_4?keywords=Fear+Street+by+R.+L.+Stine&qid=1697024432&sr=8-4,R.L. Stine,Simon Pulse; Bind-Up edition,"September 1, 2020",560.0,1534477845,978-1534477841,12
Embassytown: A Novel,https://www.amazon.com/Embassytown-Novel-China-Mi%C3%A9ville/dp/0345524500/ref=sr_1_1?keywords=Embassytown+by+China+Mi%C3%A9ville&qid=1697024504&sr=8-1,China Miéville,Del Rey,"January 31, 2012",368.0,0345524500,978-0345524508,
Fear Of Flying,https://www.amazon.com/Fear-Flying-Erica-Jong/dp/0451209435/ref=sr_1_1?keywords=Fear+of+Flying+by+Erica+Jong&qid=1697024581&sr=8-1,Erica Jong,Berkley; Reprint edition,"November 4, 2003",496.0,9780451209436,978-0451209436,
When She Woke: A Novel,https://www.amazon.com/When-She-Woke-Hillary-Jordan/dp/1616201932/ref=sr_1_1?keywords=when+she+woke+by+hilary+jordan&qid=1697024672&sr=8-1,Hillary Jordan,Algonquin Books; Reprint edition,"September 18, 2012",368.0,1616201932,978-1616201937,
"Ethnic Groups In Conflict, Updated Edition With A New Preface",https://www.amazon.com/Ethnic-Groups-Conflict-Updated-Preface/dp/0520227069/ref=sr_1_1?keywords=Ethnic+Groups+in+Conflict+by+Donald+Horowitz&qid=1697024705&sr=8-1,Donald L. Horowitz,University of California Press; 2nd edition,"October 2, 2000",711.0,9780520227064,978-0520227064,
The Invisible Bridge (Vintage Contemporaries),https://www.amazon.com/Invisible-Bridge-Vintage-Contemporaries/dp/140003437X/ref=sr_1_1?keywords=The+Invisible+Bridge+by+Julie+Orringer&qid=1697024728&sr=8-1,Julie Orringer,Vintage; Reprint edition,"January 25, 2011",784.0,140003437X,978-1400034376,
Door To Door,https://www.amazon.com/DOOR-Edward-Humes/dp/0062372084/ref=sr_1_1?keywords=Door+to+Door+by+Edward+Humes&qid=1697024794&sr=8-1,Edward Humes,Perennial; Reprint edition,"April 27, 2017",384.0,0062372084,978-0062372086,
Sent For You Yesterday,https://www.amazon.com/Sent-Yesterday-John-Edgar-Wideman/dp/0395877296/ref=sr_1_1?keywords=Sent+for+You+Yesterday+by+John+Edgar+Wideman&qid=1697024874&sr=8-1,John Edgar Wideman,Mariner Books; Reprint edition,"April 15, 1998",208.0,0395877296,978-0395877296,
"The Color Of Magic: A Discworld Novel (Discworld, 1)",https://www.amazon.com/Colour-Magic-Discworld-Book/dp/B09LZ36BHC/ref=sr_1_1?crid=3MRDASKBNBKVQ&keywords=discworld+pratchett&qid=1683035125&sprefix=discworld_pratchett%2Caps%2C402&sr=8-1,Terry Pratchett,Harper Perennial,"September 13, 2005",240.0,0060855924,978-0060855925,
Chasing The Valley,https://www.amazon.com/Chasing-Valley-Skye-Melki-Wegner/dp/1742759548/ref=sr_1_1?keywords=Chasing+the+Valley+by+Skye+Melki-Wegner&qid=1697025010&sr=8-1,Skye Melki-Wegner,Random House Australia; None edition,"September 1, 2015",416.0,1742759548,978-1742759548,9
Zero K: A Novel,https://www.amazon.com/Zero-K-Novel-Don-DeLillo/dp/1501138073/ref=sr_1_1?keywords=Zero+K+by+Don+DeLillo&qid=1697025039&sr=8-1,Don Delillo,Scribner; Reprint edition,"May 16, 2017",288.0,1501138073,978-1501138072,
Diplomacy (Touchstone Book),https://www.amazon.com/Diplomacy-Touchstone-Book-Henry-Kissinger/dp/0671510991/ref=sr_1_1?keywords=Diplomacy+by+Henry+Kissinger&qid=1697025109&sr=8-1,Henry Kissinger,Simon & Schuster; Illustrated edition,"Illustrated, April 4, 1995",912.0,9780671510992,978-0671510992,
The Sport Of The Gods,https://www.amazon.com/Sport-Gods-Signet-Classics/dp/0451531779/ref=sr_1_1?keywords=The+Sport+of+the+Gods+by+Paul+Laurence+Dunbar&qid=1697025227&sr=8-1,Paul Laurence Dunbar,Independently published,"January 17, 2022",135.0,,979-8404097283,
Austenland: A Novel,https://www.amazon.com/Austenland-Novel-Shannon-Hale/dp/1596912863/ref=sr_1_1?keywords=Austenland+by+Shannon+Hale&qid=1697025330&sr=8-1,Shannon Hale,Bloomsbury USA; First Edition,"June 8, 2008",208.0,9781596912861,978-1596912861,
"The People Vs. Alex Cross (Alex Cross, 23)",https://www.amazon.com/People-vs-Alex-Cross/dp/1538745518/ref=sr_1_17?keywords=Alex+Cross+by+James+Patterson&qid=1697025398&sr=8-17,James Patterson,Grand Central Publishing; Reprint edition,"April 10, 2018",448.0,1538745518,978-1538745519,
Daughter Of Persia: A Woman'S Journey From Her Father'S Harem Through The Islamic Revolution,https://www.amazon.com/Daughter-Persia-Journey-Fathers-Revolution/dp/0307339742/ref=sr_1_2?keywords=Daughter+of+Persia+by+Sattareh+Farmanfarmaian&qid=1697025474&sr=8-2,Sattareh Farman Farmaian,Crown; NO-VALUE edition,"June 27, 2006",432.0,0307339742,978-0307339744,
